TransactionId,Date,Category,Product,Region,Quantity,UnitPrice
T10271,2024-12-20,Sports,Racket,West,8,1423.52
T10272,2024-01-09,Sports,Racket,East,8,1672.11
T10273,2024-11-09,Home,Blender,West,7,1363.59
T10274,2024-12-24,Electronics,Monitor,North,2,700.89
T10275,2024-12-07,Home,Lamp,West,6,1582.01
T10276,2024-01-15,Electronics,Keyboard,East,8,13.34
T10277,2024-10-04,Sports,Net,West,7,990.88
T10278,2024-09-10,Clothing,T-Shirt,North,3,1951.67
T10279,2024-03-15,Sports,Racket,West,2,984.53
T10280,2024-11-05,Clothing,Socks,West,6,620.7
T10281,2024-03-31,Books,Magazine,South,10,194.49
T10282,2024-11-29,Electronics,Laptop,East,7,606.29
T10283,2024-06-27,Books,Magazine,North,8,546.27
T10284,2024-03-16,Clothing,Jeans,South,5,1671.42
T10285,2024-04-04,Sports,Ball,East,1,734.37
T10286,2024-02-06,Books,Textbook,East,2,170.41
T10287,2024-09-23,Books,Textbook,North,8,596.24
T10288,2024-03-03,Books,Novel,West,2,121.53
T10289,2024-10-04,Electronics,Mouse,South,2,347.35
T10290,2024-01-14,Home,Mixer,South,8,1183.9
T10291,2024-11-02,Electronics,Mouse,North,6,1095.15
T10292,2024-08-09,Electronics,Mouse,East,4,130.74
T10293,2024-10-29,Sports,Jersey,South,9,1673.22
T10294,2024-08-04,Clothing,Socks,West,6,1034.34
T10295,2024-07-21,Electronics,Monitor,South,8,1626.06
T10296,2024-07-27,Home,Vacuum,West,3,1162.75
T10297,2024-01-20,Sports,Jersey,East,9,140.03
T10298,2024-08-25,Clothing,Socks,South,9,978.57
T10299,2024-10-13,Books,Comic,North,5,170.43
T10300,2024-11-18,Books,Magazine,South,5,1344.95
T10301,2024-12-14,Books,Comic,South,5,679.3
T10302,2024-03-29,Electronics,Mouse,East,2,1716.07
T10303,2024-01-01,Books,Magazine,West,9,1344.7
T10304,2024-10-23,Sports,Bat,East,4,1265.28
T10305,2024-04-13,Sports,Jersey,South,10,1305.63
T10306,2024-06-29,Clothing,Jeans,East,1,822.17
T10307,2024-01-26,Books,Comic,South,4,690.62
T10308,2024-04-14,Clothing,Jeans,South,1,52.14
T10309,2024-12-02,Clothing,Jeans,East,4,1374.61
T10310,2024-09-22,Electronics,Mouse,North,4,1919.11
T10311,2024-07-22,Home,Blender,North,10,942.1
T10312,2024-11-03,Clothing,T-Shirt,West,9,1670.53
T10313,2024-05-09,Home,Blender,West,9,37.81
T10314,2024-03-15,Electronics,Headphones,East,2,1251.76
T10315,2024-07-20,Books,Comic,North,7,373.9
T10316,2024-01-31,Sports,Racket,South,4,1267.46
T10317,2024-06-23,Sports,Net,East,1,1383.64
T10318,2024-08-23,Electronics,Headphones,North,8,885.14
T10319,2024-11-09,Books,Novel,West,10,1014.22
T10320,2024-06-27,Home,Blender,West,8,675.04
T10321,2024-03-16,Clothing,Jacket,North,6,1754.47
T10322,2024-12-22,Sports,Net,North,2,708.12
T10323,2024-11-27,Books,Comic,North,7,91.31
T10324,2024-12-18,Electronics,Keyboard,North,8,438.29
T10325,2024-12-26,Sports,Net,South,5,1915.03
T10326,2024-02-05,Electronics,Mouse,West,4,1798.13
T10327,2024-08-01,Electronics,Mouse,West,7,258.48
T10328,2024-02-15,Sports,Net,West,1,1453.27
T10329,2024-08-12,Electronics,Laptop,South,8,1806.74
T10330,2024-06-29,Books,Cookbook,West,10,169.16
T10331,2024-02-10,Sports,Net,South,8,1659.96
T10332,2024-07-10,Sports,Jersey,North,10,1073.6
T10333,2024-06-12,Clothing,Socks,West,3,1999.54
T10334,2024-03-05,Home,Mixer,South,7,847.48
T10335,2024-04-30,Sports,Ball,North,1,1448.5
T10336,2024-10-05,Sports,Jersey,South,4,1097.42
T10337,2024-06-14,Books,Novel,North,6,277.76
T10338,2024-10-11,Books,Cookbook,West,3,1287.58
T10339,2024-02-24,Home,Vacuum,North,7,542.16
T10340,2024-08-07,Sports,Net,West,1,1901.35
T10341,2024-11-18,Books,Cookbook,East,7,1557.52
T10342,2024-05-21,Books,Novel,West,8,79.02
T10343,2024-01-23,Books,Cookbook,East,10,305.09
T10344,2024-05-25,Sports,Ball,West,5,106.82
T10345,2024-01-03,Clothing,T-Shirt,West,5,179.39
T10346,2024-04-18,Electronics,Monitor,North,4,392.76
T10347,2024-08-21,Home,Toaster,North,2,782.46
T10348,2024-09-14,Sports,Ball,North,9,350.74
T10349,2024-12-08,Electronics,Mouse,South,1,855.19
T10350,2024-03-11,Clothing,T-Shirt,East,6,169.23
T10351,2024-01-27,Books,Textbook,North,6,886.58
T10352,2024-06-04,Electronics,Mouse,East,8,373.88
T10353,2024-04-07,Electronics,Monitor,North,10,1076.03
T10354,2024-02-01,Electronics,Keyboard,North,8,1526.27
T10355,2024-07-17,Electronics,Monitor,East,6,907.34
T10356,2024-03-11,Home,Lamp,North,1,1141.67
T10357,2024-06-22,Clothing,Jeans,South,2,1602.9
T10358,2024-07-07,Electronics,Mouse,South,1,1749.61
T10359,2024-07-29,Home,Blender,South,2,1810.56
T10360,2024-09-13,Clothing,Jeans,North,5,790.07
T10361,2024-09-12,Electronics,Mouse,West,6,996.31
T10362,2024-10-26,Electronics,Laptop,North,9,861.32
T10363,2024-01-24,Home,Vacuum,West,2,1809.82
T10364,2024-03-19,Sports,Racket,South,2,392.26
T10365,2024-10-18,Books,Magazine,West,8,1509.38
T10366,2024-04-30,Books,Magazine,West,5,503.57
T10367,2024-09-02,Home,Vacuum,South,8,1730.21
T10368,2024-10-22,Books,Magazine,South,5,353.45
T10369,2024-09-17,Sports,Ball,East,2,196.68
T10370,2024-11-17,Sports,Net,North,6,1083.37
T10371,2024-05-14,Clothing,Socks,East,1,432.2
T10372,2024-08-21,Sports,Jersey,North,7,1768.93
T10373,2024-04-24,Sports,Net,North,7,961.76
T10374,2024-02-20,Electronics,Monitor,South,1,1736.27
T10375,2024-01-10,Electronics,Laptop,West,3,1117.52
T10376,2024-10-13,Electronics,Headphones,East,7,1982.86
T10377,2024-09-06,Clothing,Socks,East,3,821.19
T10378,2024-04-28,Sports,Net,East,7,1888.9
T10379,2024-08-22,Home,Toaster,West,3,1913.36
T10380,2024-09-16,Clothing,T-Shirt,North,9,1689.41
T10381,2024-08-09,Sports,Bat,West,9,136.33
T10382,2024-10-02,Sports,Jersey,South,8,700.57
T10383,2024-05-23,Clothing,Hat,East,10,467.26
T10384,2024-11-24,Books,Comic,West,6,779.53
T10385,2024-10-30,Electronics,Mouse,East,3,140.89
T10386,2024-07-18,Sports,Racket,East,8,1173.99
T10387,2024-06-17,Home,Toaster,North,1,1688.54
T10388,2024-01-06,Home,Blender,South,4,1060.43
T10389,2024-08-12,Home,Lamp,North,7,242.97
T10390,2024-02-27,Clothing,Jacket,South,6,1873.03
T10391,2024-04-04,Clothing,Jacket,North,6,39.73
T10392,2024-06-17,Sports,Racket,East,1,522.51
T10393,2024-04-24,Electronics,Monitor,West,10,1885.68
T10394,2024-10-27,Home,Blender,West,5,274.31
T10395,2024-07-12,Home,Toaster,West,6,1211.59
T10396,2024-12-12,Home,Vacuum,North,2,481.14
T10397,2024-03-25,Electronics,Mouse,South,8,1733.7
T10398,2024-02-16,Clothing,Hat,East,9,1881.51
T10399,2024-12-14,Home,Lamp,East,8,198.11
T10400,2024-05-31,Home,Vacuum,East,10,448.27
T10401,2024-11-10,Electronics,Headphones,South,3,604.28
T10402,2024-05-08,Sports,Net,West,4,1216.84
T10403,2024-09-09,Home,Lamp,East,10,1376.34
T10404,2024-10-27,Electronics,Mouse,North,5,835.27
T10405,2024-07-28,Electronics,Mouse,North,1,1742.13
T10406,2024-01-12,Sports,Bat,West,4,1060.37
T10407,2024-07-29,Electronics,Keyboard,South,1,452.37
T10408,2024-01-03,Clothing,T-Shirt,North,9,1943.91
T10409,2024-09-13,Books,Comic,South,2,161.8
T10410,2024-07-01,Books,Textbook,East,1,59.63
T10411,2024-04-28,Clothing,Jacket,South,8,1157.8
T10412,2024-05-25,Electronics,Mouse,North,2,99.47
T10413,2024-11-29,Sports,Bat,West,6,820.37
T10414,2024-05-17,Books,Comic,South,6,689.16
T10415,2024-09-11,Books,Novel,East,5,1239.74
T10416,2024-08-05,Clothing,T-Shirt,West,6,627.63
T10417,2024-05-07,Sports,Racket,South,4,86.38
T10418,2024-12-13,Electronics,Headphones,West,2,491.16
T10419,2024-03-13,Electronics,Monitor,West,1,1429.61
T10420,2024-03-02,Clothing,Hat,West,9,342.88
T10421,2024-09-19,Sports,Racket,East,10,840.85
T10422,2024-06-02,Sports,Net,West,8,1150.33
T10423,2024-06-03,Books,Comic,East,1,462.63
T10424,2024-06-27,Sports,Ball,East,1,565.95
T10425,2024-11-28,Sports,Bat,North,10,563.09
T10426,2024-08-19,Sports,Racket,North,8,309.49
T10427,2024-06-04,Books,Magazine,North,7,954.93
T10428,2024-03-07,Clothing,Jeans,South,10,840.09
T10429,2024-03-15,Home,Vacuum,East,4,591.43
T10430,2024-03-02,Electronics,Headphones,South,10,668.2
T10431,2024-04-03,Books,Cookbook,North,6,1751.69
T10432,2024-08-24,Clothing,T-Shirt,South,3,1529.24
T10433,2024-02-10,Home,Vacuum,West,9,830.03
T10434,2024-03-28,Books,Textbook,East,4,1139.05
T10435,2024-06-02,Clothing,T-Shirt,South,8,1164.9
T10436,2024-06-09,Electronics,Headphones,West,1,1314.82
T10437,2024-01-20,Books,Textbook,South,3,1962.76
T10438,2024-12-24,Electronics,Monitor,West,8,937.05
T10439,2024-05-12,Clothing,T-Shirt,South,7,1282.93
T10440,2024-06-02,Sports,Net,South,10,250.91
T10441,2024-02-04,Sports,Ball,South,7,671.27
T10442,2024-03-15,Electronics,Monitor,East,10,915.03
T10443,2024-10-17,Electronics,Laptop,South,7,1197.71
T10444,2024-07-24,Electronics,Mouse,West,6,873.46
T10445,2024-06-14,Electronics,Monitor,East,10,498.71
T10446,2024-10-09,Home,Vacuum,East,10,668.59
T10447,2024-01-03,Sports,Jersey,West,8,1183.98
T10448,2024-07-23,Sports,Net,West,6,383.31
T10449,2024-09-03,Clothing,Hat,South,8,61.25
T10450,2024-12-26,Electronics,Headphones,East,2,594.25
T10451,2024-10-28,Books,Cookbook,North,5,661.42
T10452,2024-09-03,Books,Textbook,South,1,444.24
T10453,2024-04-04,Books,Novel,North,7,378.35
T10454,2024-09-24,Electronics,Keyboard,East,7,1695.95
T10455,2024-01-23,Home,Lamp,West,4,26.67
T10456,2024-04-11,Electronics,Headphones,South,1,1891.77
T10457,2024-12-24,Sports,Bat,East,10,1172.87
T10458,2024-05-30,Sports,Racket,East,8,1238.9
T10459,2024-10-12,Clothing,Hat,East,10,1398.26
T10460,2024-02-20,Electronics,Keyboard,West,1,491.5
T10461,2024-03-25,Clothing,T-Shirt,West,7,321.8
T10462,2024-09-10,Electronics,Headphones,North,2,337.89
T10463,2024-01-31,Home,Mixer,West,9,1730.78
T10464,2024-04-10,Books,Textbook,North,4,528.48
T10465,2024-10-18,Home,Toaster,West,5,1119.59
T10466,2024-03-10,Home,Toaster,South,7,1617.32
T10467,2024-07-16,Sports,Bat,West,3,1916.87
T10468,2024-10-15,Clothing,Jeans,West,3,1292.3
T10469,2024-02-18,Electronics,Laptop,East,5,1329.28
T10470,2024-08-12,Home,Mixer,East,6,23.6
T10471,2024-01-08,Home,Blender,East,1,811.37
T10472,2024-08-29,Clothing,T-Shirt,South,6,1185.79
T10473,2024-08-30,Clothing,Socks,East,6,795.1
T10474,2024-02-11,Sports,Bat,South,3,1227.54
T10475,2024-12-03,Clothing,Socks,South,5,1832.7
T10476,2024-03-31,Sports,Net,East,6,1516.24
T10477,2024-01-03,Clothing,Socks,North,5,1736.65
T10478,2024-12-22,Books,Cookbook,West,8,1934.42
T10479,2024-04-30,Sports,Jersey,East,9,280.7
T10480,2024-10-04,Electronics,Headphones,East,8,1950.65
T10481,2024-02-03,Sports,Jersey,East,10,391.34
T10482,2024-12-12,Electronics,Monitor,South,7,1518.18
T10483,2024-02-21,Clothing,Jeans,West,6,1666.32
T10484,2024-07-17,Sports,Racket,North,7,1978.39
T10485,2024-01-05,Books,Comic,South,6,33.04
T10486,2024-12-12,Electronics,Keyboard,West,1,1660.54
T10487,2024-04-24,Home,Vacuum,North,8,1619.5
T10488,2024-08-15,Sports,Net,South,5,164.49
T10489,2024-11-18,Sports,Racket,South,2,147.79
T10490,2024-05-01,Clothing,Jacket,East,6,1187.05
T10491,2024-10-17,Electronics,Monitor,South,3,578.17
T10492,2024-05-30,Books,Comic,North,6,1945.45
T10493,2024-08-12,Sports,Racket,South,10,194.86
T10494,2024-04-05,Books,Magazine,South,7,1784.81
T10495,2024-01-03,Books,Cookbook,North,5,1319.57
T10496,2024-12-02,Home,Lamp,South,3,1312.05
T10497,2024-07-14,Clothing,Jacket,South,9,1221.57
T10498,2024-06-19,Home,Toaster,East,9,1443.95
T10499,2024-04-23,Sports,Ball,South,8,29.57
T10500,2024-04-04,Clothing,Jacket,North,5,711.75
T10501,2024-08-17,Books,Novel,East,9,177.37
T10502,2024-01-24,Home,Lamp,West,6,239.79
T10503,2024-10-05,Books,Textbook,North,5,860.78
T10504,2024-04-25,Books,Magazine,North,7,1536.62
T10505,2024-03-31,Books,Cookbook,South,7,1095.63
T10506,2024-07-15,Clothing,Socks,South,8,560.95
T10507,2024-05-24,Sports,Net,North,10,882.77
T10508,2024-11-22,Electronics,Mouse,West,6,522.21
T10509,2024-10-16,Books,Novel,West,7,1888.65
T10510,2024-06-15,Clothing,Socks,North,6,1668.34
T10511,2024-04-24,Clothing,Hat,South,2,901.16
T10512,2024-10-30,Sports,Net,East,6,894.5
T10513,2024-08-18,Home,Blender,East,4,1065.19
T10514,2024-02-01,Books,Cookbook,South,7,460.15
T10515,2024-07-26,Home,Lamp,North,10,1131.02
T10516,2024-11-30,Home,Mixer,West,3,1151.94
T10517,2024-03-04,Sports,Net,West,2,1989.51
T10518,2024-06-12,Home,Mixer,East,1,1998.34
T10519,2024-01-14,Sports,Net,South,6,686.65
T10520,2024-07-11,Clothing,T-Shirt,South,5,657.22
T10521,2024-01-09,Electronics,Headphones,North,4,1260.6
T10522,2024-11-08,Electronics,Headphones,East,8,1054.78
T10523,2024-11-04,Home,Blender,West,1,724.67
T10524,2024-06-18,Sports,Ball,North,3,1661.87
T10525,2024-09-03,Home,Blender,North,6,1902.81
T10526,2024-06-19,Home,Lamp,North,10,1462.64
T10527,2024-10-20,Books,Textbook,South,9,1133.51
T10528,2024-06-04,Sports,Racket,East,5,1741.6
T10529,2024-05-12,Home,Toaster,North,2,281.76
T10530,2024-08-11,Electronics,Monitor,West,5,909.82
T10531,2024-07-12,Sports,Ball,North,10,1555.61
T10532,2024-04-17,Sports,Net,North,4,1101.53
T10533,2024-02-27,Clothing,Jeans,West,8,1785.18
T10534,2024-11-06,Clothing,T-Shirt,East,7,1526.33
T10535,2024-08-30,Electronics,Mouse,East,8,669.76
T10536,2024-06-16,Clothing,Socks,East,7,558.62
T10537,2024-01-03,Clothing,T-Shirt,South,5,1032.94
T10538,2024-02-09,Home,Toaster,South,2,128.43
T10539,2024-07-02,Clothing,Jacket,North,1,540.38
T10540,2024-02-29,Clothing,Jeans,North,2,1735.9
T10541,2024-09-05,Books,Textbook,East,6,1676.87
T10542,2024-01-16,Books,Magazine,South,2,316.51
T10543,2024-05-17,Home,Lamp,West,9,1749.89
T10544,2024-04-25,Home,Lamp,East,4,1919.95
T10545,2024-01-24,Electronics,Mouse,West,2,252.08
T10546,2024-11-10,Books,Textbook,East,5,1087.76
T10547,2024-01-11,Clothing,Jeans,North,9,1101.59
T10548,2024-04-12,Electronics,Mouse,West,8,50.31
T10549,2024-10-28,Electronics,Mouse,West,7,1876.74
T10550,2024-06-18,Clothing,Jacket,South,3,1936.31
T10551,2024-08-14,Home,Vacuum,East,10,1516.03
T10552,2024-02-06,Home,Blender,North,6,1726.42
T10553,2024-05-01,Books,Cookbook,North,1,473.82
T10554,2024-10-29,Clothing,Jacket,North,9,139.76
T10555,2024-05-18,Home,Mixer,West,8,725.55
T10556,2024-02-27,Books,Magazine,South,6,390.31
T10557,2024-09-03,Books,Cookbook,South,3,1082.79
T10558,2024-05-16,Clothing,T-Shirt,North,3,1850.35
T10559,2024-06-11,Sports,Ball,North,7,1433.29
T10560,2024-04-11,Books,Cookbook,South,1,550.82
T10561,2024-08-09,Electronics,Keyboard,East,6,1399.82
T10562,2024-09-29,Clothing,Jacket,North,7,1596.69
T10563,2024-08-22,Electronics,Monitor,North,6,562.63
T10564,2024-07-12,Clothing,T-Shirt,North,10,921.7
T10565,2024-12-23,Home,Vacuum,South,2,901.61
T10566,2024-02-04,Home,Toaster,East,5,863.59
T10567,2024-02-27,Home,Toaster,East,1,1653.89
T10568,2024-09-02,Clothing,Jeans,South,3,889.94
T10569,2024-09-20,Home,Mixer,West,1,937.78
T10570,2024-06-02,Home,Toaster,East,3,1641.89
T10571,2024-04-19,Sports,Racket,West,8,243.09
T10572,2024-07-23,Home,Vacuum,West,1,150.03
T10573,2024-02-19,Clothing,Hat,South,3,524.35
T10574,2024-09-10,Home,Mixer,North,9,1873.09
T10575,2024-08-09,Electronics,Headphones,East,3,407.13
T10576,2024-08-09,Home,Lamp,East,3,1826.51
T10577,2024-12-05,Home,Vacuum,West,7,761.99
T10578,2024-11-20,Sports,Net,East,8,1374.59
T10579,2024-07-19,Sports,Bat,South,5,1186.96
T10580,2024-01-10,Clothing,Jacket,South,4,1684.73
T10581,2024-12-24,Sports,Jersey,East,1,916.65
T10582,2024-05-31,Home,Mixer,North,7,22.56
T10583,2024-10-03,Books,Magazine,South,4,1453.51
T10584,2024-11-01,Electronics,Laptop,North,2,1083.65
T10585,2024-04-06,Clothing,Socks,South,7,1528.26
T10586,2024-07-15,Home,Toaster,North,7,428.3
T10587,2024-06-02,Home,Lamp,South,6,54.77
T10588,2024-10-06,Electronics,Mouse,East,3,1705.22
T10589,2024-07-09,Home,Toaster,West,4,1394.84
T10590,2024-02-13,Clothing,Hat,North,8,1663.07
T10591,2024-04-18,Clothing,Socks,East,7,1625.77
T10592,2024-02-03,Clothing,T-Shirt,East,9,1163.72
T10593,2024-06-18,Books,Textbook,West,10,1109.27
T10594,2024-03-24,Books,Novel,North,1,756.74
T10595,2024-10-02,Home,Vacuum,North,9,1137.61
T10596,2024-05-16,Home,Lamp,North,7,369.9
T10597,2024-05-23,Books,Textbook,West,2,1755.5
T10598,2024-02-18,Clothing,Jacket,South,8,225.68
T10599,2024-02-09,Clothing,Jacket,South,1,1425.74
T10600,2024-02-09,Home,Vacuum,North,5,78.83
T10601,2024-10-03,Home,Vacuum,West,5,1744.85
T10602,2024-06-12,Sports,Jersey,West,5,1484.7
T10603,2024-06-17,Home,Lamp,South,10,907.66
T10604,2024-11-28,Sports,Bat,North,7,1171.86
T10605,2024-09-14,Electronics,Keyboard,South,5,1773.3
T10606,2024-10-09,Home,Blender,East,8,1086.85
T10607,2024-03-21,Books,Textbook,North,7,1439.89
T10608,2024-04-24,Clothing,T-Shirt,South,10,1257.47
T10609,2024-11-05,Electronics,Laptop,South,8,219.12
T10610,2024-01-15,Clothing,Jeans,East,1,848.7
T10611,2024-10-09,Books,Magazine,East,8,1385.2
T10612,2024-07-06,Clothing,T-Shirt,South,2,564.6
T10613,2024-06-08,Electronics,Monitor,North,7,943.0
T10614,2024-04-09,Home,Blender,West,2,854.01
T10615,2024-02-23,Clothing,Hat,East,6,77.52
T10616,2024-07-07,Clothing,Jeans,East,5,1153.73
T10617,2024-01-01,Home,Lamp,South,3,945.79
T10618,2024-07-08,Sports,Net,North,5,880.56
T10619,2024-03-06,Sports,Racket,South,6,252.73
T10620,2024-08-21,Electronics,Monitor,East,1,937.84
T10621,2024-01-08,Sports,Racket,South,10,329.07
T10622,2024-08-25,Home,Lamp,North,8,221.47
T10623,2024-05-11,Books,Magazine,East,5,1312.28
T10624,2024-01-16,Clothing,Socks,North,5,540.47
T10625,2024-09-15,Sports,Net,South,3,1855.52
T10626,2024-02-07,Electronics,Keyboard,East,4,1970.83
T10627,2024-03-09,Clothing,Hat,North,1,1681.4
T10628,2024-06-09,Home,Mixer,East,6,1172.54
T10629,2024-04-27,Sports,Jersey,East,1,1742.07
T10630,2024-10-19,Books,Textbook,North,5,709.36
T10631,2024-02-01,Clothing,Hat,South,3,1094.59
T10632,2024-04-13,Clothing,Socks,South,5,40.68
T10633,2024-09-01,Clothing,Jacket,North,7,1562.18
T10634,2024-12-04,Electronics,Monitor,South,9,110.29
T10635,2024-10-24,Books,Textbook,North,7,457.65
T10636,2024-06-28,Clothing,Jeans,East,5,1433.85
T10637,2024-04-21,Sports,Jersey,West,7,682.21
T10638,2024-06-18,Clothing,Hat,East,4,389.52
T10639,2024-01-24,Sports,Jersey,West,4,1746.49
T10640,2024-12-08,Electronics,Headphones,South,5,511.98
T10641,2024-11-12,Home,Lamp,East,2,128.35
T10642,2024-01-28,Clothing,T-Shirt,East,9,300.3
T10643,2024-06-26,Sports,Bat,South,10,54.78
T10644,2024-09-06,Electronics,Headphones,West,6,532.03
T10645,2024-01-10,Books,Magazine,North,1,1013.19
T10646,2024-01-20,Clothing,Jeans,North,6,74.49
T10647,2024-11-27,Electronics,Headphones,West,4,572.11
T10648,2024-11-11,Sports,Bat,South,7,33.84
T10649,2024-12-29,Home,Lamp,West,1,299.11
T10650,2024-01-22,Home,Mixer,West,9,425.89
T10651,2024-09-30,Sports,Jersey,East,7,206.23
T10652,2024-02-13,Home,Lamp,East,9,463.13
T10653,2024-07-13,Books,Comic,North,3,904.99
T10654,2024-04-23,Electronics,Monitor,North,5,375.21
T10655,2024-09-09,Home,Vacuum,North,6,1082.78
T10656,2024-02-17,Clothing,T-Shirt,South,9,1431.96
T10657,2024-04-14,Electronics,Laptop,West,7,322.44
T10658,2024-12-03,Electronics,Mouse,North,10,1514.4
T10659,2024-09-19,Clothing,Jeans,South,3,350.05
T10660,2024-02-14,Clothing,T-Shirt,West,2,400.31
T10661,2024-01-15,Clothing,Jacket,South,10,1544.64
T10662,2024-03-29,Books,Textbook,South,8,1424.52
T10663,2024-08-24,Sports,Jersey,North,6,1286.82
T10664,2024-05-05,Books,Magazine,South,4,908.99
T10665,2024-07-12,Home,Lamp,East,7,745.61
T10666,2024-05-22,Electronics,Laptop,North,4,1583.83
T10667,2024-09-05,Electronics,Monitor,West,4,1074.09
T10668,2024-01-14,Books,Cookbook,East,3,432.76
T10669,2024-04-29,Books,Magazine,East,1,711.08
T10670,2024-10-03,Sports,Racket,North,3,1279.51
T10671,2024-09-15,Books,Novel,East,8,1303.54
T10672,2024-09-17,Clothing,Jacket,West,5,676.08
T10673,2024-01-08,Electronics,Headphones,South,4,1880.99
T10674,2024-09-11,Sports,Ball,West,1,956.63
T10675,2024-09-03,Clothing,Hat,North,2,405.83
T10676,2024-02-09,Clothing,Socks,North,5,783.09
T10677,2024-08-24,Sports,Racket,East,6,953.91
T10678,2024-11-26,Home,Blender,South,1,489.86
T10679,2024-05-23,Sports,Net,North,4,1900.28
T10680,2024-04-14,Clothing,T-Shirt,West,4,1804.81
T10681,2024-01-14,Clothing,Jacket,East,4,104.14
T10682,2024-05-17,Sports,Jersey,South,1,238.93
T10683,2024-03-29,Clothing,Socks,North,7,1204.47
T10684,2024-01-22,Electronics,Headphones,South,10,1142.97
T10685,2024-05-20,Sports,Ball,South,7,1271.99
T10686,2024-08-06,Books,Magazine,East,8,1355.06
T10687,2024-12-09,Electronics,Monitor,East,9,228.53
T10688,2024-07-01,Home,Vacuum,North,2,809.16
T10689,2024-06-05,Sports,Bat,East,8,530.82
T10690,2024-11-13,Books,Novel,East,5,498.44
T10691,2024-11-18,Books,Textbook,West,8,1616.52
T10692,2024-03-09,Sports,Jersey,East,1,775.32
T10693,2024-08-30,Sports,Ball,West,8,490.77
T10694,2024-05-26,Sports,Bat,North,8,1867.37
T10695,2024-03-03,Home,Mixer,East,5,198.61
T10696,2024-12-25,Sports,Ball,North,10,908.8
T10697,2024-10-12,Clothing,Hat,South,5,1806.41
T10698,2024-02-13,Home,Lamp,North,7,1370.58
T10699,2024-11-27,Clothing,Hat,West,3,596.73
T10700,2024-05-24,Clothing,Jacket,North,4,555.6
T10701,2024-06-20,Sports,Bat,East,2,814.84
T10702,2024-10-20,Books,Novel,West,4,940.89
T10703,2024-12-03,Sports,Racket,West,1,186.79
T10704,2024-06-02,Home,Toaster,East,1,464.55
T10705,2024-07-31,Electronics,Keyboard,East,4,1364.57
T10706,2024-01-05,Electronics,Headphones,West,4,564.17
T10707,2024-03-25,Clothing,T-Shirt,West,5,315.65
T10708,2024-10-13,Electronics,Laptop,West,7,1276.91
T10709,2024-12-12,Home,Lamp,West,10,398.21
T10710,2024-07-03,Home,Lamp,North,3,1186.95
T10711,2024-03-05,Clothing,Jeans,West,9,1660.32
T10712,2024-05-29,Books,Novel,West,9,795.83
T10713,2024-01-04,Sports,Ball,West,6,470.07
T10714,2024-10-27,Electronics,Monitor,North,9,388.31
T10715,2024-01-22,Electronics,Headphones,South,4,82.46
T10716,2024-11-07,Books,Novel,South,5,622.0
T10717,2024-03-22,Sports,Net,West,9,1107.62
T10718,2024-08-08,Home,Blender,East,4,1243.77
T10719,2024-02-07,Sports,Jersey,North,5,654.73
T10720,2024-12-15,Clothing,T-Shirt,North,6,1916.67
T10721,2024-08-31,Books,Comic,South,9,308.73
T10722,2024-07-09,Books,Novel,North,4,488.47
T10723,2024-12-18,Electronics,Keyboard,South,3,1960.95
T10724,2024-11-01,Sports,Racket,East,5,894.06
T10725,2024-08-15,Electronics,Headphones,East,2,472.84
T10726,2024-07-08,Clothing,Jeans,North,4,1040.15
T10727,2024-04-30,Electronics,Laptop,West,6,1852.73
T10728,2024-11-04,Home,Vacuum,South,3,1177.4
T10729,2024-01-25,Books,Magazine,West,2,1517.0
T10730,2024-02-01,Clothing,Jacket,North,4,645.53
T10731,2024-06-18,Books,Magazine,South,9,903.3
T10732,2024-07-16,Home,Lamp,East,9,1684.14
T10733,2024-03-15,Books,Novel,South,2,76.43
T10734,2024-07-11,Clothing,Hat,West,2,571.04
T10735,2024-11-02,Electronics,Laptop,South,6,1044.13
T10736,2024-08-07,Clothing,Jeans,North,9,1683.28
T10737,2024-02-27,Electronics,Mouse,East,5,1476.3
T10738,2024-09-19,Clothing,Jeans,East,9,629.41
T10739,2024-01-23,Electronics,Headphones,North,4,137.22
T10740,2024-10-29,Electronics,Headphones,East,4,1255.95
T10741,2024-01-19,Clothing,Socks,North,6,1789.9
T10742,2024-12-13,Clothing,Jacket,East,10,1169.46
T10743,2024-12-10,Home,Lamp,West,4,1662.2
T10744,2024-12-23,Books,Novel,North,1,1725.85
T10745,2024-06-19,Home,Mixer,East,9,882.45
T10746,2024-03-09,Books,Cookbook,West,6,1419.33
T10747,2024-10-21,Electronics,Mouse,East,6,1263.47
T10748,2024-01-26,Books,Comic,West,1,553.02
T10749,2024-10-27,Sports,Net,East,3,143.09
T10750,2024-02-16,Home,Mixer,East,4,1914.48
T10751,2024-04-27,Home,Mixer,East,7,1392.37
T10752,2024-08-10,Electronics,Headphones,East,6,1363.2
T10753,2024-10-20,Electronics,Keyboard,East,2,95.65
T10754,2024-09-29,Sports,Net,West,9,27.87
T10755,2024-03-28,Home,Lamp,North,6,1238.89
T10756,2024-11-09,Home,Lamp,South,4,90.9
T10757,2024-09-29,Clothing,Jacket,South,1,1295.36
T10758,2024-08-05,Books,Magazine,East,9,15.71
T10759,2024-02-02,Electronics,Mouse,North,4,1738.2
T10760,2024-06-01,Sports,Ball,West,5,1789.02
T10761,2024-10-28,Books,Novel,West,3,315.23
T10762,2024-06-10,Electronics,Headphones,East,7,1600.95
